Scheme,Category,CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Exp. Ratio(%),6M_Score,1Y_Score,3Y_Score,Performance_Score,Cost_Score,Return_Std,Consistency_Score,Overall_Score,Category_Avg_3Y,3Y_vs_Category,Overall_Rank,Category_Rank,Type,Benchmark,Min. Invest(Rs.),SIP Min. Inv.(Rs.)
Aditya Birla SL Financial Planning FOF Aggressive Plan(IDCW-Payout),FoFs (Domestic) - Equity Oriented,4.24,13.06,9.69,0.98,61.39634801288937,42.08991077556624,51.31112686038271,50.5618062654391,67.04980842911877,9.656440256607185,83.27455485530291,62.86199395382497,9.208461538461538,0.48153846153846125,83,6,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,1000.0,1000.0
PGIM India Midcap Opp Fund-Reg(G),Equity - Mid Cap Fund,1.23,29.12,16.77,1.94,54.930182599355525,69.64653397391902,76.39971651311126,70.07985496860243,30.268199233716466,10.97814008732183,80.98530359614996,62.85330319176782,11.362272727272726,5.407727272727273,85,6,Open ended,Nifty Midcap 150 - TRI,5000.0,1000.0
Quant Absolute Fund(IDCW),Hybrid - Aggressive Hybrid Fund,7.49,27.54,17.4,2.31,68.3780880773362,66.93548387096774,78.632175761871,73.07235065769306,16.09195402298851,6.377565135288467,88.95373315710049,62.79759712386878,9.219019607843137,8.180980392156862,86,1,Open ended,CRISIL Hybrid 25+75 - Aggressive Index,5000.0,1000.0
Aditya Birla SL Financial Planning FOF Conservative Plan(G),FoFs (Domestic) - Debt Oriented,4.68,8.95,7.59,0.5,62.34156820622986,35.03774879890186,43.869596031183555,44.914436296508306,85.44061302681992,13.93265849122143,75.86792760869855,62.78435330713377,7.596764705882354,-0.006764705882353894,87,5,Open ended,CRISIL Short Term Debt Hybrid 75+25 Fund Index,1000.0,1000.0
Quant Absolute Fund(G),Hybrid - Aggressive Hybrid Fund,7.46,27.53,17.37,2.31,68.31364124597206,66.91832532601236,78.52586817859675,73.00115993629649,16.09195402298851,6.3373435091067,89.02339905721036,62.77941823819796,9.219019607843137,8.150980392156864,88,2,Open ended,CRISIL Hybrid 25+75 - Aggressive Index,5000.0,1000.0
Aditya Birla SL Financial Planning FOF Conservative Plan(IDCW-Payout),FoFs (Domestic) - Debt Oriented,4.68,8.95,7.58,0.5,62.34156820622986,35.03774879890186,43.834160170092126,44.89671836596259,85.44061302681992,13.93675930441556,75.86082479189396,62.77371863765977,7.596764705882354,-0.01676470588235368,89,6,Open ended,CRISIL Short Term Debt Hybrid 75+25 Fund Index,1000.0,1000.0
PGIM India Midcap Opp Fund-Reg(IDCW),Equity - Mid Cap Fund,1.23,29.11,16.43,1.94,54.930182599355525,69.62937542896364,75.19489723600283,69.47229776656161,30.268199233716466,10.469797531720936,81.86577873010012,62.76964337423495,11.362272727272726,5.067727272727273,90,7,Open ended,Nifty Midcap 150 - TRI,5000.0,1000.0
Quantum Multi Asset FOFs-Reg(G),FoFs (Domestic) - Debt Oriented,6.49,8.91,7.77,0.47,66.22986036519872,34.96911461908031,44.5074415308292,45.99042722417843,86.59003831417624,16.021222305089715,72.25042896822885,62.70533043269049,7.596764705882354,0.17323529411764582,91,7,Open ended,NULL,1000.0,1000.0
Quant Mid Cap Fund(G),Equity - Mid Cap Fund,10.56,31.55,18.3,2.68,74.97314715359829,73.81606039807824,81.82140326009922,78.05014918019273,1.9157088122605304,4.326718845317188,92.50590312984488,62.63047757562272,11.362272727272726,6.937727272727274,92,8,Open ended,Nifty Midcap 150 - TRI,5000.0,1000.0
Parag Parikh Flexi Cap Fund-Reg(G),Equity - Flexi Cap Fund,1.05,20.74,16.16,1.67,54.54350161117078,55.26767330130406,74.23812898653436,64.60806680589255,40.613026819923384,11.167519576853953,80.65728869836886,62.62161228251934,10.461,5.699,93,1,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Axis Small Cap Fund-Reg(G),Equity - Small cap Fund,5.6,21.52,17.75,1.92,64.31793770139635,56.6060398078243,79.87243090007085,69.78161493266198,31.034482758620683,11.851445637880792,79.47269401204993,62.51760165899864,12.12758620689655,5.6224137931034495,94,7,Open ended,Nifty Smallcap 250 - TRI,1000.0,1000.0
ICICI Pru Nifty Next 50 Index Fund(G),Index Funds - Nifty Next 50,-6.46,10.22,5.11,0.65,38.410311493018256,37.21688400823611,35.081502480510274,36.387878741329615,79.6934865900383,1.6864703215167334,97.078947717676,62.38704794759339,5.025,0.08499999999999996,95,1,Open ended,NIFTY NEXT 50 - TRI,1000.0,1000.0
ICICI Pru Nifty Next 50 Index Fund(IDCW),Index Funds - Nifty Next 50,-6.46,10.22,5.11,0.65,38.410311493018256,37.21688400823611,35.081502480510274,36.387878741329615,79.6934865900383,1.6864703215167334,97.078947717676,62.38704794759339,5.025,0.08499999999999996,95,1,Open ended,NIFTY NEXT 50 - TRI,1000.0,1000.0
Bank of India Short Term Income Fund-Reg(M-IDCW),Debt - Short Duration Fund,18.78,27.19,8.67,1.06,92.63157894736842,66.33493479752917,47.696669029057404,62.27513074326114,63.984674329501914,22.575962784069652,60.89728542820724,62.35805531105785,5.2086538461538465,3.4613461538461534,97,1,Open ended,NULL,5000.0,1000.0
Bank of India Short Term Income Fund-Reg(G),Debt - Short Duration Fund,18.78,27.19,8.67,1.06,92.63157894736842,66.33493479752917,47.696669029057404,62.27513074326114,63.984674329501914,22.575962784069652,60.89728542820724,62.35805531105785,5.2086538461538465,3.4613461538461534,97,1,Open ended,NULL,5000.0,1000.0
Bank of India Short Term Income Fund-Reg(Q-IDCW),Debt - Short Duration Fund,18.78,27.19,8.67,1.06,92.63157894736842,66.33493479752917,47.696669029057404,62.27513074326114,63.984674329501914,22.575962784069652,60.89728542820724,62.35805531105785,5.2086538461538465,3.4613461538461534,97,1,Open ended,NULL,5000.0,1000.0
ICICI Pru Equity & Debt Fund(G),Hybrid - Aggressive Hybrid Fund,7.94,20.29,13.38,1.76,69.34479054779807,54.495538778311605,64.38695960311836,62.41109954461227,37.16475095785441,7.559988665368943,86.90571552693616,62.223166393503774,9.219019607843137,4.160980392156864,100,3,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,5000.0,1000.0
Axis Small Cap Fund-Reg(IDCW),Equity - Small cap Fund,5.58,21.06,17.26,1.92,64.27497314715359,55.816746739876464,78.13607370659108,68.66805550468919,31.034482758620683,11.268126573974873,80.48303226775849,62.21340650893939,12.12758620689655,5.132413793103451,101,8,Open ended,Nifty Smallcap 250 - TRI,1000.0,1000.0
UTI Banking & PSU Debt Fund-Reg(IDCW),Debt - Banking and PSU Fund,4.2,10.38,6.82,0.57,61.31041890440386,37.49142072752231,41.14103472714387,44.0800273627094,82.75862068965517,12.828798427668028,77.77986932321924,62.1746361845733,4.9189795918367345,1.9010204081632658,102,1,Open ended,CRISIL Banking and PSU Debt Index,20000.0,1000.0
UTI Banking & PSU Debt Fund-Reg(G),Debt - Banking and PSU Fund,4.2,10.38,6.82,0.57,61.31041890440386,37.49142072752231,41.14103472714387,44.0800273627094,82.75862068965517,12.828798427668028,77.77986932321924,62.1746361845733,4.9189795918367345,1.9010204081632658,102,1,Open ended,CRISIL Banking and PSU Debt Index,1000.0,1000.0
ICICI Pru Equity & Debt Fund(A-IDCW),Hybrid - Aggressive Hybrid Fund,7.91,20.29,13.23,1.76,69.28034371643395,54.495538778311605,63.85542168674698,62.132441220153765,37.16475095785441,7.4791671121202885,87.04570256350947,62.118833990417855,9.219019607843137,4.010980392156863,104,4,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,5000.0,1000.0
SBI Technology Opp Fund-Reg(IDCW),Equity - Sectoral Fund - Technology,0.29,27.54,21.97,1.97,52.91084854994629,66.93548387096774,94.82636428065202,78.0759970116056,29.118773946360154,21.336596358080765,63.04393104721505,62.0786747541966,20.878999999999998,1.091000000000001,105,1,Open ended,S&P BSE TECk Index - TRI,5000.0,1000.0
SBI Technology Opp Fund-Reg(G),Equity - Sectoral Fund - Technology,0.29,27.5,21.94,1.97,52.91084854994629,66.8668496911462,94.72005669737776,78.002252966022,29.118773946360154,21.286071323365466,63.13144297439612,62.06368071320007,20.878999999999998,1.0610000000000035,106,2,Open ended,S&P BSE TECk Index - TRI,5000.0,1000.0
DSP World Mining Fund-Reg(IDCW),FoFs (Overseas),7.42,24.93,14.32,2.18,68.22771213748658,62.457103637611546,67.71793054571226,66.24163879163692,21.0727969348659,3.194685677995528,94.46664209149912,62.00567915240971,6.912058823529412,7.4079411764705885,107,1,Open ended,MSCI ACWI Metals & Mining 30% Buffer 10/40 (1994) Net TRI,1000.0,1000.0
DSP World Mining Fund-Reg(G),FoFs (Overseas),7.42,24.93,14.32,2.18,68.22771213748658,62.457103637611546,67.71793054571226,66.24163879163692,21.0727969348659,3.194685677995528,94.46664209149912,62.00567915240971,6.912058823529412,7.4079411764705885,107,1,Open ended,MSCI ACWI Metals & Mining 30% Buffer 10/40 (1994) Net TRI,1000.0,1000.0
Kotak Small Cap Fund(G),Equity - Small cap Fund,0.39,26.02,15.01,1.87,53.12567132116004,64.3273850377488,70.16300496102055,65.00485225606693,32.950191570881216,8.658363852688156,85.0032738967263,61.990792494935334,12.12758620689655,2.8824137931034493,109,9,Open ended,Nifty Smallcap 250 - TRI,1000.0,1000.0
HSBC Small Cap Fund-Reg(G),Equity - Small cap Fund,7.04,26.72,11.35,1.85,67.41138560687432,65.52848318462594,57.19347980155918,61.737561977542235,33.716475095785434,5.437879518919975,90.5813163877924,61.94322885966558,12.12758620689655,-0.7775862068965509,110,10,Open ended,Nifty Smallcap 250 - TRI,5000.0,1000.0
HDFC Dynamic PE Ratio FOF-Reg(G),FoFs (Domestic) - Debt Oriented,8.13,14.05,9.46,1.0,69.75295381310418,43.788606726149624,50.49610205527995,52.335223808105695,66.28352490421456,13.478156110691165,76.65514882393796,61.90228033609098,7.596764705882354,1.863235294117647,111,8,Open ended,NIFTY 50 Hybrid Composite Debt 65:35 Index,1000.0,1000.0
HDFC Dynamic PE Ratio FOF-Reg(IDCW),FoFs (Domestic) - Debt Oriented,8.13,14.05,9.46,1.0,69.75295381310418,43.788606726149624,50.49610205527995,52.335223808105695,66.28352490421456,13.478156110691165,76.65514882393796,61.90228033609098,7.596764705882354,1.863235294117647,111,8,Open ended,NIFTY 50 Hybrid Composite Debt 65:35 Index,1000.0,1000.0
Kotak Small Cap Fund(IDCW),Equity - Small cap Fund,0.4,25.61,14.7,1.87,53.14715359828141,63.6238846945779,69.06449326718638,64.24884276162284,32.950191570881216,8.090362767306774,85.98708063536112,61.858739432372005,12.12758620689655,2.5724137931034488,113,11,Open ended,Nifty Smallcap 250 - TRI,1000.0,1000.0
Quant Flexi Cap Fund(G),Equity - Flexi Cap Fund,4.23,34.23,16.65,2.33,61.37486573576799,78.41455044612218,75.97448618001417,73.78658137099734,15.325670498084287,9.214605125985834,84.03983575010793,61.734667247546724,10.461,6.188999999999998,114,2,Open ended,NIFTY 500 - TRI,5000.0,1000.0
Nippon India Growth Fund(G),Equity - Mid Cap Fund,6.92,20.35,13.26,1.83,67.15359828141783,54.598490048043935,63.96172927002126,61.79113130570738,34.48275862068966,6.525450422073319,88.69758832669723,61.69065238970041,11.362272727272726,1.8977272727272734,115,9,Open ended,Nifty Midcap 150 - TRI,1000.0,1000.0
ICICI Pru Smallcap Fund(G),Equity - Small cap Fund,7.22,24.21,12.43,2.0,67.79806659505907,61.221688400823616,61.02055279943301,62.436396238975405,27.969348659003824,3.856248153617361,93.32078227134106,61.54073085207392,12.12758620689655,0.3024137931034492,116,12,Open ended,Nifty Smallcap 250 - TRI,5000.0,1000.0
Quant Flexi Cap Fund(IDCW),Equity - Flexi Cap Fund,3.98,34.12,16.59,2.33,60.837808807733616,78.2258064516129,75.76187101346564,73.5162392037634,15.325670498084287,9.408693432383586,83.70366494227201,61.51545346197078,10.461,6.129,117,3,Open ended,NIFTY 500 - TRI,5000.0,1000.0
ICICI Pru Smallcap Fund(IDCW),Equity - Small cap Fund,7.21,24.21,12.4,2.0,67.77658431793769,61.221688400823616,60.91424521615876,62.37894599191401,27.969348659003824,3.876271398818708,93.28610099331992,61.503335409037945,12.12758620689655,0.2724137931034498,118,13,Open ended,Nifty Smallcap 250 - TRI,5000.0,1000.0
Quant Infrastructure Fund(G),Equity - Sectoral Fund - Infrastructure,3.48,35.85,18.38,2.39,59.76369495166487,81.194234728895,82.1048901488306,77.36345448341677,13.026819923371647,12.644012623076863,78.09992772528864,61.46341415387346,9.401428571428571,8.978571428571428,119,1,Open ended,Nifty Infrastructure - TRI,5000.0,1000.0
Quant Infrastructure Fund(IDCW),Equity - Sectoral Fund - Infrastructure,3.43,35.89,18.41,2.39,59.656283566058,81.26286890871654,82.21119773210488,77.415716251879,13.026819923371647,12.757141860964248,77.90398213744615,61.44055864114395,9.401428571428571,9.008571428571429,120,2,Open ended,Nifty Infrastructure - TRI,5000.0,1000.0
HSBC Small Cap Fund-Reg(IDCW),Equity - Small cap Fund,6.99,26.73,10.96,1.85,67.30397422126745,65.54564172958133,55.81148121899362,61.0302279726247,33.716475095785434,6.190355528353728,89.27798970797646,61.26373018725282,12.12758620689655,-1.1675862068965497,121,14,Open ended,Nifty Smallcap 250 - TRI,5000.0,1000.0
DSP Small Cap Fund-Reg(G),Equity - Small cap Fund,2.85,24.38,10.75,1.83,58.410311493018256,61.513383665065206,55.0673281360737,57.66974146616006,34.48275862068966,3.223771769025181,94.41626350404219,61.05962626426299,12.12758620689655,-1.3775862068965505,122,15,Open ended,S&P BSE 250 Small Cap - TRI,1000.0,1000.0
HDFC Small Cap Fund-Reg(G),Equity - Small cap Fund,9.89,26.33,11.56,1.93,73.53383458646616,64.85929993136583,57.937632884479086,63.13337333894252,30.651340996168575,7.8145007701447655,86.46488763032315,60.84574382609419,12.12758620689655,-0.56758620689655,123,16,Open ended,S&P BSE 250 Small Cap - TRI,1000.0,1000.0
IDBI Liquid Fund(G),Debt - Liquid Fund,5.24,4.3,5.36,0.17,63.54457572502685,27.05902539464654,35.96739900779588,38.81032226729727,98.08429118773945,19.022158916360134,67.0526542872149,60.68939750238722,4.42803738317757,0.93196261682243,124,1,Open ended,NULL,5000.0,1000.0
Nippon India Growth Fund(IDCW),Equity - Mid Cap Fund,6.92,19.45,12.5,1.83,67.15359828141783,53.05422100205903,61.268603827073,59.981287870437775,34.48275862068966,7.081686293876303,87.7341595357421,60.54487347432683,11.362272727272726,1.1377272727272736,125,10,Open ended,Nifty Midcap 150 - TRI,1000.0,1000.0
Mirae Asset Emerging Bluechip-Reg(G),Equity - Large & Mid Cap Fund,-1.06,17.43,13.65,1.63,50.01074113856069,49.5881949210707,65.34372785258682,57.55047063032676,42.1455938697318,8.976969095361994,84.4514334288574,60.42449213981068,10.412619047619048,3.2373809523809527,126,1,Open ended,NIFTY LargeMidcap 250 - TRI,5000.0,1000.0
Mirae Asset Emerging Bluechip-Reg(IDCW),Equity - Large & Mid Cap Fund,-1.06,17.43,13.22,1.63,50.01074113856069,49.5881949210707,63.81998582565556,56.78859961686113,42.1455938697318,8.097506370130223,85.97470755232182,60.424375163943964,10.412619047619048,2.807380952380953,127,2,Open ended,NIFTY LargeMidcap 250 - TRI,5000.0,1000.0
ICICI Pru Focused Equity Fund(G),Equity - Focused Fund,5.88,21.29,12.05,1.95,64.91944146079484,56.21139327385038,59.67399007795889,59.68430131329353,29.885057471264375,4.384336515058744,92.40610639843878,60.414941624072554,9.83,2.2200000000000006,128,1,Open ended,S&P BSE 500 - TRI,5000.0,1000.0
HDFC Small Cap Fund-Reg(IDCW),Equity - Small cap Fund,9.9,26.33,11.29,1.93,73.55531686358754,64.85929993136583,56.98086463501062,62.65928566963257,30.651340996168575,8.290586226575703,85.64028343104015,60.40254894161846,12.12758620689655,-0.8375862068965514,129,17,Open ended,S&P BSE 250 Small Cap - TRI,1000.0,1000.0
Mirae Asset Tax Saver Fund-Reg(G),Equity - ELSS,0.67,17.48,13.43,1.71,53.72717508055853,49.67398764584764,64.56413890857547,57.929700764153736,39.08045977011494,7.69831927563371,86.66611988171557,60.40149529503449,10.023387096774194,3.406612903225806,130,1,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Mirae Asset Tax Saver Fund-Reg(IDCW),Equity - ELSS,0.67,17.49,13.2,1.71,53.72717508055853,49.69114619080302,63.74911410347271,57.52733592508896,39.08045977011494,7.238269277615122,87.46294985230573,60.39952036814965,10.023387096774194,3.1766129032258057,131,2,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Aditya Birla SL Global Emerging Opp Fund(G),FoFs (Overseas),-1.41,10.17,9.12,1.1,49.25886143931256,37.13109128345916,49.2912827781715,45.636741061986015,62.45210727969348,7.011349338566435,87.8559867159885,60.395394029913504,6.912058823529412,2.2079411764705874,132,3,Open ended,MSCI AC World Index,1000.0,1000.0
Aditya Birla SL Global Emerging Opp Fund(IDCW),FoFs (Overseas),-1.41,10.17,9.12,1.1,49.25886143931256,37.13109128345916,49.2912827781715,45.636741061986015,62.45210727969348,7.011349338566435,87.8559867159885,60.395394029913504,6.912058823529412,2.2079411764705874,132,3,Open ended,MSCI AC World Index,1000.0,1000.0
HDFC Mid-Cap Opportunities Fund(G),Equity - Mid Cap Fund,12.13,21.44,12.02,1.76,78.34586466165415,56.46877144818121,59.56768249468462,62.3936456141275,37.16475095785441,11.838007874645527,79.49596890071348,60.36200277170572,11.362272727272726,0.6577272727272732,134,11,Open ended,Nifty Midcap 150 - TRI,1000.0,1000.0
Franklin India Liquid Fund-Super Inst(G),Debt - Liquid Fund,5.22,4.18,5.34,0.21,63.5016111707841,26.853122855181883,35.89652728561303,38.704522733517905,96.55172413793103,19.09160162575203,66.9323759863329,60.223286397824936,4.42803738317757,0.9119626168224295,135,2,Open ended,NULL,10000.0,1000.0
Canara Rob Liquid Fund-Reg(G),Debt - Liquid Fund,5.25,3.98,5.08,0.18,63.56605800214823,26.50995195607413,34.975194897236,38.153794635869886,97.70114942528735,19.417572738950543,66.36777745647329,60.0941290383751,4.42803738317757,0.6519626168224297,136,3,Open ended,NULL,5000.0,1000.0
DSP Small Cap Fund-Reg(IDCW-Reinv),Equity - Small cap Fund,2.85,24.38,10.17,1.83,58.410311493018256,61.513383665065206,53.012048192771076,56.64210149450875,34.48275862068966,4.301995823185138,92.54872466029424,60.078921567500345,12.12758620689655,-1.9575862068965506,137,18,Open ended,S&P BSE 250 Small Cap - TRI,1000.0,1000.0
DSP Small Cap Fund-Reg(IDCW),Equity - Small cap Fund,2.85,24.38,10.17,1.83,58.410311493018256,61.513383665065206,53.012048192771076,56.64210149450875,34.48275862068966,4.301995823185138,92.54872466029424,60.078921567500345,12.12758620689655,-1.9575862068965506,137,18,Open ended,S&P BSE 250 Small Cap - TRI,1000.0,1000.0
Axis Liquid Fund-Reg(G),Debt - Liquid Fund,5.26,4.19,5.29,0.22,63.5875402792696,26.870281400137273,35.719347980155916,38.63826646597306,96.16858237547893,19.162025036319463,66.81039906118784,60.06387859215322,4.42803738317757,0.8619626168224297,139,4,Open ended,Nifty Liquid Fund Index,1000.0,NULL
ICICI Pru Focused Equity Fund(IDCW),Equity - Focused Fund,5.86,21.28,11.68,1.95,64.8764769065521,56.194234728895,58.36286321757618,59.01499740876701,29.885057471264375,4.518691588698032,92.17339658464088,60.02211221835982,9.83,1.8499999999999996,140,2,Open ended,S&P BSE 500 - TRI,5000.0,1000.0
UTI Overnight Fund-Reg(G),Debt - Overnight Fund,5.0,3.77,4.54,0.12,63.02900107411386,26.149622512010986,33.06165839829907,36.981516167575606,100.0,19.604023525244067,66.04483522150176,60.00196688916324,4.346,0.19399999999999995,141,1,Open ended,CRISIL Overnight Index,20000.0,1000.0
Navi Liquid Fund-Reg(G),Debt - Liquid Fund,5.35,4.1,5.13,0.2,63.78088077336197,26.715854495538782,35.152374202693125,38.34711960468059,96.93486590038314,19.42756815375064,66.3504648901968,59.99489249998528,4.42803738317757,0.7019626168224296,142,5,Open ended,NULL,1000.0,1000.0
ICICI Pru Multi-Asset Fund(G),Hybrid - Multi Asset Allocation,11.87,20.55,12.89,1.86,77.78732545649838,54.941660947151696,62.65060240963856,63.365264580264466,33.33333333333333,11.622338763081844,79.86951875956503,59.98334531335682,10.563571428571427,2.3264285714285737,143,3,Open ended,NULL,5000.0,1000.0
IDFC All Seasons Bond Fund-Reg(G),FoFs (Domestic) - Debt Oriented,3.3,5.14,6.74,0.51,59.37701396348013,28.50034317089911,40.85754783841247,40.854279663171994,85.0574712643678,15.540484398208486,73.08309144807146,59.962280509695816,7.596764705882354,-0.8567647058823535,144,10,Open ended,NIFTY Medium Duration Debt Index,1000.0,1000.0
