Scheme,Category,CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Exp. Ratio(%),6M_Score,1Y_Score,3Y_Score,Performance_Score,Cost_Score,Return_Std,Consistency_Score,Overall_Score,Category_Avg_3Y,3Y_vs_Category,Overall_Rank,Category_Rank,Type,Benchmark,Min. Invest(Rs.),SIP Min. Inv.(Rs.)
Mahindra Manulife Ultra Short Term Fund-Reg(DD-IDCW),Debt - Ultra Short Duration Fund,5.81,4.9,4.46,0.77,64.76906552094522,28.088538091969806,32.77817150956768,37.76946028656383,75.09578544061303,19.961926483961328,65.42492911282423,54.01490878164123,4.4264935064935065,0.033506493506493484,698,33,Open ended,CRISIL Ultra Short Term Debt Index,1000.0,1000.0
SBI Savings Fund-Reg(W-IDCW),Debt - Money Market Fund,5.63,4.64,4.35,0.75,64.38238453276047,27.64241592312972,32.38837703756201,37.363390202272015,75.86206896551724,19.98318441398155,65.38810929796546,53.99423966700668,4.472884615384616,-0.12288461538461615,699,42,Open ended,CRISIL Money Market Index,1000.0,1000.0
Franklin India Prima Fund(IDCW),Equity - Mid Cap Fund,4.61,14.89,8.65,1.89,62.191192266380234,45.229924502402206,47.62579730687456,49.82011445743399,32.18390804597702,9.179465679647553,84.10069905651567,53.98120900434017,11.362272727272726,-2.712272727272726,700,34,Open ended,Nifty Midcap 150 - TRI,5000.0,1000.0
IDFC Core Equity Fund-Reg(G),Equity - Large & Mid Cap Fund,7.16,15.73,10.09,2.03,67.66917293233082,46.67124227865477,52.72856130403969,53.89948792208244,26.819923371647512,10.807605974029793,81.28067734479548,53.974894140151974,10.412619047619048,-0.3226190476190478,701,23,Open ended,NIFTY LargeMidcap 250 - TRI,1000.0,1000.0
Mahindra Manulife Ultra Short Term Fund-Reg(G),Debt - Ultra Short Duration Fund,5.72,4.72,4.47,0.77,64.57572502685285,27.779684282772827,32.813607370659106,37.65585397553197,75.09578544061303,19.950443245287584,65.44481866564259,53.96307801432988,4.4264935064935065,0.04350649350649327,702,34,Open ended,CRISIL Ultra Short Term Debt Index,1000.0,1000.0
Invesco India Multicap Fund(G),Equity - Multi Cap Fund,1.09,14.5,9.19,2.04,54.62943071965628,44.560741249142076,49.539333805811474,49.06377542157962,26.436781609195403,5.034447637548398,91.28008090372107,53.96110333901893,12.057857142857143,-2.8678571428571438,703,13,Open ended,Nifty500 Multicap 50:25:25 - TRI,1000.0,1000.0
Invesco India Multicap Fund(IDCW),Equity - Multi Cap Fund,1.09,14.5,9.18,2.04,54.62943071965628,44.560741249142076,49.50389794472005,49.046057491033906,26.436781609195403,5.034620012103303,91.27978234223404,53.95216973337432,12.057857142857143,-2.8778571428571436,704,14,Open ended,Nifty500 Multicap 50:25:25 - TRI,1000.0,1000.0
Bank of India Tax Advantage Fund-Reg(IDCW),Equity - ELSS,2.96,18.31,12.17,2.47,58.64661654135338,51.09814687714482,60.09922041105599,57.10837757694212,9.961685823754785,4.832335133187473,91.63015003011918,53.95214775193955,10.023387096774194,2.1466129032258063,705,24,Open ended,S&P BSE 500 - TRI,1000.0,1000.0
Bank of India Tax Advantage Fund-Reg(G),Equity - ELSS,2.93,18.31,12.17,2.47,58.58216970998925,51.09814687714482,60.09922041105599,57.09548821066929,9.961685823754785,4.818910066170218,91.65340292828807,53.95151629334536,10.023387096774194,2.1466129032258063,706,25,Open ended,S&P BSE 500 - TRI,1000.0,1000.0
Nippon India Nivesh Lakshya Fund(A-IDCW),Debt - Long Duration Fund,9.96,3.68,3.97,0.51,73.68421052631578,25.995195607412498,31.04181431608788,38.05630794553085,85.0574712643678,26.198232952103822,54.623329458431,53.94835415346512,4.117500000000001,-0.1475000000000004,707,6,Open ended,Crisil Long Term Debt Index,5000.0,1000.0
SBI Arbitrage Opportunities Fund-Reg(G),Hybrid - Arbitrage Fund,4.94,4.06,4.85,0.81,62.900107411385605,26.64722031571723,34.160170092133235,37.65427262305891,73.5632183908046,19.134176379055283,66.85863435049197,53.9325994968536,4.482,0.36799999999999944,708,1,Open ended,Nifty 50 Arbitrage,5000.0,1000.0
SBI Corp Bond Fund-Reg(G),Debt - Corporate Bond Fund,4.97,3.34,5.03,0.79,62.96455424274973,25.411805078929312,34.79801559177888,37.615460168118176,74.32950191570882,19.54338684879098,66.1498610259206,53.92757081946644,5.055423728813559,-0.02542372881355881,709,36,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
SBI Corp Bond Fund-Reg(Q-IDCW),Debt - Corporate Bond Fund,4.98,3.34,5.03,0.79,62.9860365198711,25.411805078929312,34.79801559177888,37.61975662354246,74.32950191570882,19.555426953540508,66.12900695276596,53.924505528889924,5.055423728813559,-0.02542372881355881,710,37,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
IDFC Banking & PSU Debt Fund-Reg(IDCW),Debt - Banking and PSU Fund,5.15,3.75,3.53,0.62,63.35123523093448,26.11530542210021,29.482636428065202,35.24615688684956,80.84291187739463,20.59504540620504,64.32833497226487,53.91589015583966,4.9189795918367345,-1.3889795918367347,711,35,Open ended,NIFTY Banking and PSU Debt Index,1000.0,1000.0
ICICI Pru Ultra Short Term Fund Fund(G),Debt - Ultra Short Duration Fund,5.75,4.85,4.93,0.84,64.64017185821696,28.002745367192865,34.44365698086463,38.550686472233565,72.41379310344827,19.560231223234926,66.12068571356198,53.90896294036934,4.4264935064935065,0.5035064935064932,712,35,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
SBI Magnum Constant Maturity Fund-Reg(G),Debt - Gilt Fund with 10 year constant duration,5.75,2.46,4.3,0.63,64.64017185821696,23.901853122855186,32.21119773210489,36.2041891745524,80.45977011494253,21.52631793909973,62.715323629597904,53.89586802341131,3.985555555555555,0.31444444444444475,713,3,Open ended,Nifty 10 yr Benchmark G-Sec,5000.0,1000.0
Nippon India Banking & PSU Debt Fund(IDCW),Debt - Banking and PSU Fund,4.94,3.27,5.44,0.84,62.900107411385605,25.291695264241596,36.250885896527286,38.29297300981324,72.41379310344827,19.341998909506977,66.49867516879209,53.874603572966706,4.9189795918367345,0.5210204081632659,714,36,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
Nippon India Banking & PSU Debt Fund(G),Debt - Banking and PSU Fund,4.94,3.27,5.44,0.84,62.900107411385605,25.291695264241596,36.250885896527286,38.29297300981324,72.41379310344827,19.341998909506977,66.49867516879209,53.874603572966706,4.9189795918367345,0.5210204081632659,714,36,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
SBI Corp Bond Fund-Reg(M-IDCW),Debt - Corporate Bond Fund,4.97,3.34,4.98,0.79,62.96455424274973,25.411805078929312,34.620836286321754,37.52687051538962,74.32950191570882,19.57201051303059,66.1002833851588,53.870881582911714,5.055423728813559,-0.07542372881355863,716,38,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
Nippon India Dynamic Bond(G),Debt - Dynamic Bond,5.5,2.79,4.8,0.72,64.10311493018258,24.468085106382983,33.98299078667611,37.15254391128947,77.01149425287358,20.690943661654646,64.16223432146893,53.86970409923036,4.625,0.17499999999999982,717,12,Open ended,CRISIL Dynamic Debt Index,5000.0,1000.0
Nippon India Dynamic Bond(IDCW),Debt - Dynamic Bond,5.5,2.79,4.8,0.72,64.10311493018258,24.468085106382983,33.98299078667611,37.15254391128947,77.01149425287358,20.690943661654646,64.16223432146893,53.86970409923036,4.625,0.17499999999999982,717,12,Open ended,CRISIL Dynamic Debt Index,5000.0,1000.0
LIC MF Savings Fund(DD-IDCW),Debt - Low Duration Fund,5.03,4.41,4.82,0.83,63.09344790547797,27.247769389155806,34.05386250885897,37.81995165227182,72.79693486590037,19.037389053548978,67.02627491579759,53.865778271560394,5.122105263157894,-0.30210526315789377,719,35,Open ended,CRISIL Low Duration Debt Index,5000.0,1000.0
SBI Magnum Constant Maturity Fund-Reg(IDCW),Debt - Gilt Fund with 10 year constant duration,5.75,2.46,4.27,0.63,64.64017185821696,23.901853122855186,32.10489014883061,36.15103538291525,80.45977011494253,21.546248651612117,62.6808026228954,53.860660875917105,3.985555555555555,0.2844444444444445,720,4,Open ended,Nifty 10 yr Benchmark G-Sec,5000.0,1000.0
Aditya Birla SL India GenNext Fund(G),Equity - Sectoral Fund - Consumption,5.09,14.06,12.33,2.17,63.22234156820623,43.80576527110501,60.66619418851877,56.11929498923214,21.45593869731801,10.54997146763123,81.72691339966072,53.85536051886075,11.035555555555554,1.294444444444446,721,3,Open ended,Nifty India Consumption - TRI,1000.0,1000.0
ICICI Pru Ultra Short Term Fund Fund(W-IDCW),Debt - Ultra Short Duration Fund,5.75,4.85,4.88,0.84,64.64017185821696,28.002745367192865,34.26647767540751,38.46209681950501,72.41379310344827,19.59632899560952,66.05816253776912,53.84903732005685,4.4264935064935065,0.4535064935064934,722,36,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
IDFC Bond Fund - Short Term Plan-Reg(G),Debt - Short Duration Fund,4.42,2.89,4.86,0.77,61.783029001074105,24.63967055593686,34.195605953224664,36.84630994360821,75.09578544061303,19.2873485663621,66.5933323397701,53.84543441689989,5.2086538461538465,-0.3486538461538462,723,11,Open ended,Nifty Short Duration Debt Index,1000.0,1000.0
IDFC Asset Alloc FoF-Aggr-Reg(IDCW),FoFs (Domestic) - Equity Oriented,-0.64,8.38,5.96,1.38,50.91299677765843,34.059711736444754,38.09355067328136,39.44728821310579,51.72413793103448,8.800030981685653,84.75789923154022,53.84415339719657,9.208461538461538,-3.2484615384615383,724,13,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,1000.0,1000.0
PGIM India Equity Savings Fund(M-IDCW),Hybrid - Equity Savings,3.61,7.15,6.36,1.22,60.04296455424275,31.949210706932057,39.51098511693834,41.34884868139734,57.8544061302682,14.537317594585103,74.82062732041362,53.84318270336912,6.148095238095239,0.21190476190476115,725,10,Open ended,NIFTY 50 Equity Savings Index - TRI,5000.0,1000.0
ICICI Pru Ultra Short Term Fund Fund(M-IDCW),Debt - Ultra Short Duration Fund,5.75,4.85,4.87,0.84,64.64017185821696,28.002745367192865,34.231041814316086,38.44437888895929,72.41379310344827,19.603604628338623,66.04556077222512,53.837027913397996,4.4264935064935065,0.4435064935064936,726,37,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
ICICI Pru Ultra Short Term Fund Fund(Q-IDCW),Debt - Ultra Short Duration Fund,5.75,4.85,4.87,0.84,64.64017185821696,28.002745367192865,34.231041814316086,38.44437888895929,72.41379310344827,19.603604628338623,66.04556077222512,53.837027913397996,4.4264935064935065,0.4435064935064936,726,37,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
ICICI Pru Ultra Short Term Fund Fund(DD-IDCW),Debt - Ultra Short Duration Fund,5.75,4.85,4.87,0.84,64.64017185821696,28.002745367192865,34.231041814316086,38.44437888895929,72.41379310344827,19.603604628338623,66.04556077222512,53.837027913397996,4.4264935064935065,0.4435064935064936,726,37,Open ended,CRISIL Ultra Short Term Debt Index,5000.0,1000.0
Tata Equity P/E Fund(G),Equity - Value Fund,6.9,14.63,8.29,1.77,67.11063372717507,44.78380233356212,46.35010630758327,50.03232059929529,36.7816091954023,12.46287959607435,78.41365933098574,53.81497743124466,9.0436,-0.7536000000000005,729,13,Open ended,NIFTY 500 - TRI,5000.0,1000.0
HSBC Short Duration Fund-Reg(G),Debt - Short Duration Fund,4.57,2.81,4.74,0.75,62.10526315789473,24.502402196293758,33.77037562012757,36.65696110053086,75.86206896551724,19.59054336348832,66.06818354655695,53.81104367828398,5.2086538461538465,-0.4686538461538463,730,12,Open ended,Nifty Short Duration Debt Index,5000.0,1000.0
PGIM India ELSS Tax Saver Fund-Reg(G),Equity - ELSS,4.06,18.92,12.07,2.52,61.00966702470462,52.14481811942348,59.744861800141734,57.71780974083883,8.045977011494255,4.794892114155979,91.69500324147049,53.794149933660606,10.023387096774194,2.0466129032258067,731,26,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Mahindra Manulife Ultra Short Term Fund-Reg(W-IDCW),Debt - Ultra Short Duration Fund,5.75,4.76,4.31,0.77,64.64017185821696,27.848318462594374,32.246633593196314,37.40584670701986,75.09578544061303,20.092813697109158,65.19822580959108,53.77642616606096,4.4264935064935065,-0.11649350649350687,732,40,Open ended,CRISIL Ultra Short Term Debt Index,1000.0,1000.0
Nippon India Banking & PSU Debt Fund(W-IDCW),Debt - Banking and PSU Fund,4.94,3.27,5.35,0.84,62.900107411385605,25.291695264241596,35.93196314670446,38.13351163490183,72.41379310344827,19.385943231805335,66.42256136986715,53.775844435779774,4.9189795918367345,0.43102040816326515,733,38,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
HSBC Money Market Fund-Reg(G),Debt - Money Market Fund,5.49,4.39,4.08,0.73,64.08163265306122,27.213452299245027,31.431608788093545,36.69616661443252,76.62835249042146,20.178700095021366,65.04946620472806,53.76753798100364,4.472884615384616,-0.3928846153846157,734,43,Open ended,Nifty Money Market Index,5000.0,1000.0
Aditya Birla SL Focused Equity Fund(G),Equity - Focused Fund,1.82,12.58,9.89,1.97,56.19763694951665,41.26630061770762,52.0198440822112,49.62933961632122,29.118773946360154,7.70321853663212,86.65763411274679,53.75877182293735,9.83,0.0600000000000005,735,11,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Franklin India Corp Debt Fund-A(G),Debt - Corporate Bond Fund,4.64,3.37,4.61,0.77,62.25563909774435,25.463280713795474,33.30970942593905,36.744966746657035,75.09578544061303,19.37829939026635,66.43580089177769,53.7553799564262,5.055423728813559,-0.44542372881355874,736,39,Open ended,NIFTY Corporate Bond Index,10000.0,1000.0
Tata Equity P/E Fund(Div Trig Opt B-10%),Equity - Value Fund,6.85,14.58,8.24,1.77,67.0032223415682,44.69800960878518,46.17292700212615,49.89651085201227,36.7816091954023,12.473966893095575,78.39445556922637,53.7422716171633,9.0436,-0.8035999999999994,737,14,Open ended,NIFTY 500 - TRI,5000.0,1000.0
Aditya Birla SL India GenNext Fund(IDCW),Equity - Sectoral Fund - Consumption,5.09,14.06,12.1,2.17,63.22234156820623,43.80576527110501,59.851169383416014,55.711782586680755,21.45593869731801,10.37483518044201,82.03025834732142,53.727440554500234,11.035555555555554,1.0644444444444456,738,4,Open ended,Nifty India Consumption - TRI,1000.0,1000.0
IDFC Bond Fund - Short Term Plan-Reg(FN-IDCW),Debt - Short Duration Fund,4.36,2.86,4.75,0.77,61.65413533834586,24.5881949210707,33.805811481218996,36.61019128459988,75.09578544061303,19.297571244927575,66.57562614110525,53.72294853772951,5.2086538461538465,-0.4586538461538465,739,13,Open ended,Nifty Short Duration Debt Index,1000.0,1000.0
PGIM India Equity Savings Fund(A-IDCW),Hybrid - Equity Savings,3.61,6.9,6.37,1.22,60.04296455424275,31.52024708304736,39.54642097802976,41.23787752477764,57.8544061302682,14.708688916791836,74.5238034833913,53.713491165803696,6.148095238095239,0.22190476190476094,740,11,Open ended,NIFTY 50 Equity Savings Index - TRI,5000.0,1000.0
Quant Focused Fund(IDCW),Equity - Focused Fund,5.24,21.05,11.73,2.62,63.54457572502685,55.79958819492108,58.54004252303331,58.71881286499835,4.214559386973171,3.9272610119483775,93.19778439272105,53.71249237742273,9.83,1.9000000000000004,741,12,Open ended,NIFTY 500 - TRI,5000.0,1000.0
IDFC Bond Fund - Short Term Plan-Reg(M-IDCW),Debt - Short Duration Fund,4.42,2.89,4.74,0.77,61.783029001074105,24.63967055593686,33.77037562012757,36.63369477705966,75.09578544061303,19.355049302418227,66.47607122521107,53.70981155498585,5.2086538461538465,-0.4686538461538463,742,14,Open ended,Nifty Short Duration Debt Index,1000.0,1000.0
Nippon India Banking & PSU Debt Fund(M-IDCW),Debt - Banking and PSU Fund,4.94,3.27,5.29,0.84,62.900107411385605,25.291695264241596,35.719347980155916,38.02720405162756,72.41379310344827,19.416154307910485,66.3702342511017,53.70960886445127,4.9189795918367345,0.37102040816326554,743,39,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
PGIM India ELSS Tax Saver Fund-Reg(IDCW),Equity - ELSS,4.12,18.95,11.9,2.52,61.138560687432864,52.19629375428965,59.14245216158752,57.45782634456722,8.045977011494255,4.693926994351566,91.86987995876402,53.707877414848184,10.023387096774194,1.8766129032258068,744,27,Open ended,NIFTY 500 - TRI,1000.0,1000.0
DSP Natural Res & New Energy Fund-Reg(G),Equity - Sectoral Fund - Energy & Power,6.02,23.75,9.35,2.32,65.22019334049409,60.43239533287578,50.106307583274265,56.22691105959869,15.708812260536398,7.724211293680375,86.62127359094826,53.69597699267051,9.631666666666666,-0.2816666666666663,745,1,Open ended,NULL,1000.0,1000.0
HSBC Money Market Fund-Reg(DD-IDCW),Debt - Money Market Fund,5.45,4.41,4.0,0.73,63.99570354457572,27.247769389155806,31.148121899362152,36.54753247534296,76.62835249042146,20.184924384029458,65.03868541992506,53.69052571525811,4.472884615384616,-0.4728846153846158,746,44,Open ended,Nifty Money Market Index,5000.0,1000.0
DSP Equity & Bond Fund-Reg(G),Hybrid - Aggressive Hybrid Fund,0.39,10.4,9.68,1.83,53.12567132116004,37.52573781743308,51.27569099929128,47.52070110910758,34.48275862068966,8.522925603094444,85.23785982631081,53.69050516630391,9.219019607843137,0.4609803921568627,747,15,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,1000.0,1000.0
HSBC Short Duration Fund-Reg(IDCW),Debt - Short Duration Fund,4.57,2.81,4.63,0.75,62.10526315789473,24.502402196293758,33.3805811481219,36.46206386452802,75.86206896551724,19.654959385020135,65.9566117244424,53.685702104753915,5.2086538461538465,-0.5786538461538466,748,15,Open ended,Nifty Short Duration Debt Index,5000.0,1000.0
Canara Rob Consumer Trends Fund-Reg(G),Equity - Sectoral Fund - Consumption,6.25,15.33,13.91,2.35,65.71428571428571,45.984900480439265,66.26506024096386,60.070857407470854,14.559386973180066,11.553043424405224,79.98954180688062,53.6726608987506,11.035555555555554,2.874444444444446,749,5,Open ended,S&P BSE 100 - TRI,5000.0,1000.0
Invesco India Infrastructure Fund(G),Equity - Sectoral Fund - Infrastructure,5.74,19.3,11.74,2.5,64.6186895810956,52.796842827728206,58.575478384124736,58.050529956599945,8.812260536398453,5.911416794713814,89.76112576683971,53.66861155410952,9.401428571428571,2.338571428571429,750,5,Open ended,S&P BSE India Infrastructure Index - TRI,1000.0,1000.0
Axis Corp Debt Fund-Reg(G),Debt - Corporate Bond Fund,4.96,3.78,5.77,0.93,62.94307196562835,26.16678105696637,37.42026931254429,39.14878336648773,68.96551724137932,18.8438762209603,67.36144897375775,53.65613323702813,5.055423728813559,0.7145762711864405,751,40,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
Axis Corp Debt Fund-Reg(IDCW),Debt - Corporate Bond Fund,4.96,3.78,5.77,0.93,62.94307196562835,26.16678105696637,37.42026931254429,39.14878336648773,68.96551724137932,18.8438762209603,67.36144897375775,53.65613323702813,5.055423728813559,0.7145762711864405,751,40,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
UTI Hybrid Equity Fund-Reg(G),Hybrid - Aggressive Hybrid Fund,6.44,16.26,9.06,1.99,66.12244897959184,47.58064516129033,49.07866761162296,52.03801715011694,28.352490421455933,10.299943716813894,82.15997416737851,53.64712472226708,9.219019607843137,-0.1590196078431365,753,16,Open ended,CRISIL Hybrid 35+65 - Aggressive Index,1000.0,1000.0
Quant Focused Fund(G),Equity - Focused Fund,4.92,20.92,11.65,2.62,62.857142857142854,55.57652711050104,58.25655563430191,58.37266452172983,4.214559386973171,3.6822846470998223,93.62209590329228,53.64549608343128,9.83,1.8200000000000003,754,13,Open ended,NIFTY 500 - TRI,5000.0,1000.0
Kotak Savings Fund(G),Debt - Ultra Short Duration Fund,5.61,4.74,4.47,0.81,64.33941997851772,27.8140013726836,32.813607370659106,37.618888092838176,73.5632183908046,19.803110551342787,65.70000637717098,53.62525023841298,4.4264935064935065,0.04350649350649327,755,41,Open ended,NIFTY Ultra Short Duration Debt Index,5000.0,1000.0
Invesco India Infrastructure Fund(IDCW),Equity - Sectoral Fund - Infrastructure,5.71,19.24,11.72,2.5,64.55424274973147,52.69389155799588,58.504606661941885,57.971319348316,8.812260536398453,5.930576661185882,89.72793990464386,53.62070978441858,9.401428571428571,2.3185714285714294,756,6,Open ended,S&P BSE India Infrastructure Index - TRI,1000.0,1000.0
HSBC Money Market Fund-Reg(M-IDCW),Debt - Money Market Fund,5.49,4.39,3.96,0.73,64.08163265306122,27.213452299245027,31.00637845499645,36.483551447883976,76.62835249042146,20.279798863610978,64.8743580009482,53.61745334678441,4.472884615384616,-0.5128846153846158,757,45,Open ended,Nifty Money Market Index,5000.0,1000.0
Tata India Tax Savings Fund-Reg(IDCW-Payout),Equity - ELSS,4.72,14.0,9.97,2.02,62.42749731471535,43.702814001372694,52.303330970942596,51.74800914882618,27.203065134099624,9.372667723094406,83.76606330113958,53.61628668322289,10.023387096774194,-0.053387096774192955,758,28,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Tata Equity P/E Fund(Div Trig Opt A-5%),Equity - Value Fund,5.53,14.11,7.99,1.77,64.16756176154672,43.89155799588195,45.287030474840535,48.6444949884942,36.7816091954023,11.325032257592571,80.3844687324932,53.61376697622097,9.0436,-1.0535999999999994,759,15,Open ended,NIFTY 500 - TRI,5000.0,1000.0
Nippon India Banking & PSU Debt Fund(Q-IDCW),Debt - Banking and PSU Fund,4.94,3.27,5.2,0.84,62.900107411385605,25.291695264241596,35.4004252303331,37.86774267671615,72.41379310344827,19.462834693400062,66.28938145171686,53.60966497714935,4.9189795918367345,0.2810204081632657,760,40,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
Invesco India Growth Opp Fund(IDCW),Equity - Large & Mid Cap Fund,0.16,11.34,9.71,1.91,52.63157894736842,39.138641043239545,51.38199858256556,47.958907393728325,31.417624521072796,7.455653651296552,87.08642907231796,53.60546709521185,10.412619047619048,-0.7026190476190468,761,24,Open ended,NIFTY LargeMidcap 250 - TRI,1000.0,1000.0
SBI Arbitrage Opportunities Fund-Reg(IDCW),Hybrid - Arbitrage Fund,4.94,4.02,4.59,0.81,62.900107411385605,26.578586135895677,33.2388377037562,37.17301617492392,73.5632183908046,19.336505972649203,66.50818921451253,53.604359988791245,4.482,0.10799999999999965,762,2,Open ended,Nifty 50 Arbitrage,5000.0,1000.0
Aditya Birla SL Focused Equity Fund(IDCW),Equity - Focused Fund,1.82,12.58,9.66,1.97,56.19763694951665,41.26630061770762,51.20481927710843,49.22182721376983,29.118773946360154,7.600955927894532,86.83475814679483,53.599296630173654,9.83,-0.16999999999999993,763,14,Open ended,NIFTY 500 - TRI,1000.0,1000.0
Invesco India Growth Opp Fund(G),Equity - Large & Mid Cap Fund,0.16,11.33,9.71,1.91,52.63157894736842,39.12148249828415,51.38199858256556,47.95375983024171,31.417624521072796,7.465525342137497,87.06933080222483,53.59861874594526,10.412619047619048,-0.7026190476190468,764,25,Open ended,NIFTY LargeMidcap 250 - TRI,1000.0,1000.0
LIC MF Savings Fund(W-IDCW),Debt - Low Duration Fund,5.06,4.07,4.75,0.83,63.1578947368421,26.66437886067262,33.805811481218996,37.53379834617971,72.79693486590037,19.340465145746744,66.50133172555164,53.591465820952855,5.122105263157894,-0.37210526315789405,765,36,Open ended,CRISIL Low Duration Debt Index,5000.0,1000.0
LIC MF Savings Fund(G),Debt - Low Duration Fund,5.06,4.07,4.75,0.83,63.1578947368421,26.66437886067262,33.805811481218996,37.53379834617971,72.79693486590037,19.340465145746744,66.50133172555164,53.591465820952855,5.122105263157894,-0.37210526315789405,765,36,Open ended,CRISIL Low Duration Debt Index,5000.0,1000.0
Kotak Savings Fund(M-IDCW),Debt - Ultra Short Duration Fund,5.61,4.74,4.44,0.81,64.33941997851772,27.8140013726836,32.707299787384834,37.56573430120105,73.5632183908046,19.82692446099919,65.65875947571922,53.58836161723148,4.4264935064935065,0.01350649350649391,767,42,Open ended,NIFTY Ultra Short Duration Debt Index,5000.0,1000.0
Axis Corp Debt Fund-Reg(DD-IDCW),Debt - Corporate Bond Fund,4.97,3.78,5.71,0.93,62.96455424274973,26.16678105696637,37.20765414599575,39.04677223863773,68.96551724137932,18.882950390032516,67.29377052766114,53.58820806157898,5.055423728813559,0.6545762711864409,768,42,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
Axis Corp Debt Fund-Reg(W-IDCW),Debt - Corporate Bond Fund,4.97,3.78,5.71,0.93,62.96455424274973,26.16678105696637,37.20765414599575,39.04677223863773,68.96551724137932,18.882950390032516,67.29377052766114,53.58820806157898,5.055423728813559,0.6545762711864409,768,42,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
HSBC Money Market Fund-Reg(W-IDCW),Debt - Money Market Fund,5.49,4.39,3.92,0.73,64.08163265306122,27.213452299245027,30.86463501063076,36.41267972570113,76.62835249042146,20.314046003404766,64.81504021481145,53.56718803915879,4.472884615384616,-0.5528846153846159,770,46,Open ended,Nifty Money Market Index,5000.0,1000.0
Franklin India Dynamic Asset Allocation FOFs(IDCW),FoFs (Domestic) - Debt Oriented,5.94,10.16,6.96,1.42,65.04833512352309,37.11393273850378,41.63713678242381,44.96241523746765,50.191570881226056,14.99374546934708,74.0300710513352,53.53661810187414,7.596764705882354,-0.6367647058823538,771,30,Open ended,CRISIL Hybrid 50+50 - Moderate Index,5000.0,1000.0
LIC MF Savings Fund(M-IDCW),Debt - Low Duration Fund,5.06,4.07,4.69,0.83,63.1578947368421,26.66437886067262,33.59319631467045,37.427490762905435,72.79693486590037,19.38150581142161,66.4302472074263,53.520540899784386,5.122105263157894,-0.43210526315789366,772,38,Open ended,CRISIL Low Duration Debt Index,5000.0,1000.0
Canara Rob Consumer Trends Fund-Reg(IDCW),Equity - Sectoral Fund - Consumption,6.26,15.34,13.55,2.35,65.73576799140707,46.00205902539465,64.98936924167258,59.4424559267361,14.559386973180066,11.184023798094438,80.62870254864099,53.51825034382331,11.035555555555554,2.5144444444444467,773,6,Open ended,S&P BSE 100 - TRI,5000.0,1000.0
Axis Corp Debt Fund-Reg(M-IDCW),Debt - Corporate Bond Fund,4.97,3.79,5.64,0.93,62.96455424274973,26.183939601921765,36.95960311835577,38.92789428830436,68.96551724137932,18.908490247146535,67.2495341975216,53.51771000387741,5.055423728813559,0.5845762711864406,774,44,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
DSP 10Y G-Sec Fund-Reg(G),Debt - Gilt Fund with 10 year constant duration,5.45,1.71,3.35,0.52,63.99570354457572,22.614962251201103,28.844790928419563,34.006024848485254,84.67432950191571,22.31129449809871,61.35570434666108,53.51052088638682,3.985555555555555,-0.635555555555555,775,5,Open ended,NULL,1000.0,1000.0
Baroda BNP Paribas Corp Bond Fund(G),Debt - Corporate Bond Fund,4.86,1.96,4.04,0.64,62.72824919441461,23.043925875085797,31.28986534372785,35.103760273272584,80.07662835249042,20.9412392747606,63.72870960265781,53.50321462542335,5.055423728813559,-1.015423728813559,776,45,Open ended,CRISIL Corporate Bond Index,5000.0,1000.0
Tata Infrastructure Fund-Reg(G),Equity - Sectoral Fund - Infrastructure,10.05,21.02,10.5,2.32,73.87755102040816,55.74811256005492,54.18143160878809,58.59065977649215,15.708812260536398,10.94736001636616,81.03861624290576,53.482187014106614,9.401428571428571,1.0985714285714288,777,7,Open ended,S&P BSE India Infrastructure Index - TRI,5000.0,1000.0
Baroda BNP Paribas Corp Bond Fund(Q-IDCW),Debt - Corporate Bond Fund,4.87,1.97,4.02,0.64,62.74973147153597,23.061084420041183,31.218993621545,35.07776843109205,80.07662835249042,20.959992114673135,63.696228731143094,53.482098486454404,5.055423728813559,-1.0354237288135595,778,46,Open ended,CRISIL Corporate Bond Index,5000.0,1000.0
